National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Label,State Code,Country Code,Provider Type Label,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1821155334,OPERSTENY,O,1,1,COLLEGE STATION,778455986,27,TX,US,33,Physical Medicine and Rehabilitation,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,139,82,139,96.71,1.42,109.78,2.54,76.95
1013919380,CARROLL,MD,1,1,BATON ROUGE,708084375,22,LA,US,1,Internal Medicine,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,12,12,12,93.49,0,163.33,24.98,74.79
1922063296,HEDGES,MD,1,1,BOSTON,21111526,7,MA,US,15,Ophthalmology,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,78,64,78,26.25,0,86.23,4.15,19.12
1376535724,LUM,MD,1,1,PORTLAND,972209428,19,OR,US,31,Gastroenterology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,32,32,32,161.22,0,496,0,123.62
1225098023,KILFOIL,MD,2,1,HENDERSONVILLE,287913454,6,NC,US,1,Internal Medicine,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,26,25,26,23.99,0,25,0,19.19
1811915978,HOWARD,DO,1,1,WAVERLY,456908968,31,OH,US,2,Family Practice,Y,O,81003,Automated urinalysis test,N,49,35,49,3.18,0,17,0,3.12
1083603708,HOOD,MD,1,1,RINGGOLD,307365176,36,GA,US,14,Cardiology,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,77,73,77,185.15,0,223.73,2.38,146.27
1821002197,ARCEDO,DO,2,1,MAPLEWOOD,551091126,20,MN,US,16,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,207,198,207,109.57,0,410,0,80.28
1447267810,HOELSCHER,O,1,1,ALTON,620026723,9,IL,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,326,324,326,23.33,0,27.19,1.15,23.26
1144306184,KONTOS,MD,1,1,RICHMOND,232980510,21,VA,US,14,Cardiology,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,57,57,57,191.48,0,510,0,143.31
1831249705,DELACRUZ,MD,1,1,MARTINS FERRY,439351691,31,OH,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,256,90,256,68.99,0,108,0,54.76
1861430019,TERNAY,MD,1,1,KNOXVILLE,379174522,25,TN,US,14,Cardiology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,25,25,25,125.77,0,381,0,100.62
1669411146,DAVIS,MD,1,1,SHAWNEE,748049638,26,OK,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,210,209,210,21.48,0,25,0,21.48
1548354806,VANNAN,MBBS,1,1,ATLANTA,303091709,36,GA,US,14,Cardiology,Y,F,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,26,26,26,64.98,0,230,0,51.98
1649493560,"STECKLER, JR.",MD,1,1,JACKSON,392021658,14,MS,US,28,Plastic and Reconstructive Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,192,190,192,66.78,0,156.57,5.9,49.35
1194805358,SAMUEL,MD,1,1,MANDEVILLE,704713395,22,LA,US,41,Urology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,30,30,30,97.42,0.33,200,0,69.02
1700959236,ORTEGA,MD,1,1,MIAMI,331354289,1,FL,US,27,Infectious Disease,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,24,19,24,41.78,0,100,0,33.42
1356638290,COWARD,APN,1,1,PARAGOULD,724504038,12,AR,US,4,Nurse Practitioner,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,43,41,43,18.01,0,51,0,17.89
1093897084,JARRARD,MD,2,1,ATHENS,306065896,36,GA,US,1,Internal Medicine,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,20,19,20,18.77,0.88,54,0,18.77
1407810930,TEPE,MD,1,1,PITTSBURGH,152203328,15,PA,US,1,Internal Medicine,Y,O,G0009,Administration of pneumococcal vaccine,N,27,27,27,20,0,20,0,19.33
1649214230,STAROSCIAK,O.D.,2,1,N DARTMOUTH,27471802,7,MA,US,11,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,15,14,15,114.33,2.49,114.33,2.49,91.47
1548256464,GORDON,MD,2,1,GRAPEVINE,760513585,27,TX,US,41,Urology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,19,19,19,41.79,0,44.02,8.01,33.43
1457498305,GOOCH,OD,1,1,ST GEORGE,847904084,35,UT,US,11,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,170,129,170,100.33,0,111.83,10.78,63.39
1982776241,GILES,MD,2,1,MARIETTA,300608963,36,GA,US,42,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,40,29,40,70.93,0,120,0,50.62
1538184791,FAGAN,MD,1,1,NEWARK,197132089,42,DE,US,42,Obstetrics/Gynecology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,13,13,13,45.09,0,70,0,36.07
1861468100,DESAI,MD,1,1,ELGIN,601239400,9,IL,US,26,Hematology/Oncology,Y,O,85610,"Blood test, clotting time",N,178,33,178,5.56,0,49,0,5.56
1699740985,DOWDY,MD,1,1,VIRGINIA BEACH,23454,21,VA,US,2,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,33,33,33,11.02,0,26,0,10.17
1235246075,SPRINGS,MD,1,1,DENVER,802111638,37,CO,US,2,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,17,16,17,42.1,0.14,60,0,10.17
1073592861,SHEINKOP,MD,1,1,CHICAGO,606101366,9,IL,US,20,Orthopedic Surgery,Y,O,73510,X-ray of hip 2 or more views,N,14,14,14,43.46,0,66,0,32.29
1518922582,AFONSO,MD,2,1,WORCESTER,16550002,7,MA,US,5,Diagnostic Radiology,Y,F,71020,"X-ray of chest, 2 views, front and side",N,80,78,79,10.64,1,53,0,7.76
1346246832,SUNDSTROM,O,1,1,PARAMUS,76522350,5,NJ,US,30,Neurosurgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,23,23,23,153.49,0,225,0,122.79
1255381125,JACOBSON,MD,1,1,HEMET,925444707,11,CA,US,15,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,296,234,296,73.15,0,122.87,27.5,53.93
1992785547,ALLUM,D.O,1,1,ROGERS CITY,497791508,3,MI,US,2,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,178,109,178,11,0,32,0,10.94
1881636231,SRIVASTAVA,MD,2,1,DALLAS,75208,27,TX,US,14,Cardiology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,155,155,155,159.7,0.18,306,0,120.37
1194782037,SORIN,MD,1,1,CHICAGO,606113197,9,IL,US,1,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,109,109,109,148.91,0,200,0,103.18
1982692695,SINGH,MD,1,1,CHESANING,486161086,3,MI,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,67,66,67,100.82,2.13,140.88,15.28,24.18
1578723656,SNOW,D.O.,2,1,LEXINGTON,272923548,6,NC,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,16,16,16,102.1,0,148,0,24.9
1477741502,HERNANDEZ,MD,1,1,MIAMI,33186,1,FL,US,1,Internal Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,260,141,257,3,0,14.83,1.39,3
1043250822,PUGH,MD,2,1,RALEIGH,27614,6,NC,US,3,Otolaryngology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,139,104,139,67.17,0,100,0,47.17
1629069612,ROBERTSON,MD,1,1,MIDDLETOWN,45042,31,OH,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,255,137,255,68.99,0,95,0,53.98
1497709257,KIM,MD,2,1,DENTON,762015119,27,TX,US,5,Diagnostic Radiology,Y,F,73130,"X-ray of hand, minimum of 3 views",N,24,22,22,8.23,0,35,0,6.58
1275500274,PROCTOR,MD,2,1,JACKSON,383013902,25,TN,US,1,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,96,65,96,36.23,0,45.1,2.76,28.98
1083643639,STANAS,O,1,1,HILTON HEAD ISLAND,299263734,39,SC,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,240,205,240,69.89,0,70.05,0,51.47
1346336864,HOPKINS,MD,1,1,REDLANDS,92374,11,CA,US,20,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,21,21,21,107.51,0,271,0,77.82
1447257415,TERRELL,MD,1,1,MT STERLING,403539772,41,KY,US,41,Urology,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,12,12,12,3,0,18,0,3
1295709004,FELDMAN,DPM,1,1,NEW HAVEN,65191369,28,CT,US,34,Podiatry,Y,O,73630,"X-ray of foot, minimum of 3 views",N,81,66,79,35.13,0,78,0,26.56
1235160052,SAFEWAY INC,O,3,2,BROOMFIELD,800209502,37,CO,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,242,239,242,23.04,2.67,24.61,3.35,23.04
1891713731,KLEINER,MD,2,1,COLORADO SPRINGS,809208502,37,CO,US,27,Infectious Disease,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,18,16,18,139.54,0,265.39,17.06,100.89
1871729384,JONES,PT,1,1,GARDENDALE,350715006,24,AL,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,196,185,196,68.85,0,130.07,1.97,45.27
1821083510,PETTIT,DO,1,1,WOODWARD,502767509,18,IA,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,26,25,26,65.2,0,98.46,4.76,40.14
1730102252,BERMAN,MD,1,1,POUGHKEEPSIE,126032917,13,NY,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,189,115,189,67.2,0.04,120.4,3.68,53.19
1679505895,DUMIN,MD,1,1,RIDLEY PARK,19078,15,PA,US,16,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,273,263,273,178.02,0,442,0,139.65
1104999705,AVENDANO,MD,1,1,EAST BRUNSWICK,88167600,5,NJ,US,14,Cardiology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,588,186,426,108.44,0,175,0,86.38
1568466159,SEALS,MD,1,1,JACKSONVILLE,322164225,1,FL,US,14,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,215,206,214,208.67,0,326.49,55.86,159.07
1134212111,MUNJAPARA,MD,1,1,CLEVELAND,441303329,31,OH,US,1,Internal Medicine,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,253,104,199,64.84,0,85,0,50.97
1598856155,ROLLING,O,1,1,COVINGTON,704338834,22,LA,US,20,Orthopedic Surgery,Y,F,73510,X-ray of hip 2 or more views,N,13,11,11,10.59,0,53.54,10.89,8.47
1053391920,RASAK,DO,1,1,FARMINGTON HILLS,483365966,3,MI,US,14,Cardiology,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,203,179,189,8.97,0,15.41,0.49,7.18
1629119383,DILLON,MD,1,1,CANON CITY,812124211,37,CO,US,16,Emergency Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,50,47,50,194.33,0,375,0,155.46
1568406643,SHAPIRO,MD,1,1,CLIFTON SPRINGS,14424,13,NY,US,41,Urology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,78,78,78,151.46,0.24,210,0,108.42
1043203441,ALDINGER,MD,1,1,SHELBY,281503911,6,NC,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,69,52,69,99.46,0,205,0,77.77
1932284817,WONG,MD,1,1,BUENA PARK,906204148,11,CA,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,118,118,118,28.24,0,36,0,28.24
1013007632,RUSHTON,DPM,1,1,MIDVALE,840472013,35,UT,US,34,Podiatry,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,84,59,84,24.7,0,54.04,1.43,17.53
1598732646,MCLAUGHLIN,MD,1,1,CLEVELAND,441115610,31,OH,US,53,Vascular Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,170,147,170,67.79,0,116.47,8.45,51.71
1356438899,PARZIALE,CNP,2,1,SIDNEY,453658130,31,OH,US,4,Nurse Practitioner,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,79,19,21,1.69,0.02,6,0,1.35
1467630558,RUMPH,MD,2,1,COLUMBUS,31904,36,GA,US,13,Anesthesiology,Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,190,190,190,122.68,0,161.42,10.83,94.77
1841308566,TRACE,MD,2,1,WARRENTON,201862639,21,VA,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,18,18,18,10,0,10,0,10
1528031325,CAHILL,MD,1,1,BRYN MAWR,190103231,15,PA,US,1,Internal Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,99,98,99,206.57,0,269.55,1.44,152.76
1831155902,CONTER,MD,1,1,HERSHEY,170332360,15,PA,US,19,General Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,21,19,21,40.55,0,62,0,30.9
1528017738,HORSLEY,MD,2,1,JASPER,355014070,24,AL,US,2,Family Practice,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,100,100,100,12.3,0.5,17,0,12.3
1154391654,NICHOLS,MD,1,1,OVERLAND PARK,662125750,8,KS,US,31,Gastroenterology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,44,44,44,128.87,0,170,0,103.1
1598878050,ADAMS,MD,1,1,DANIELSVILLE,30633,36,GA,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,686,317,686,98.84,0,111.66,2.07,70.75
1245309905,RHODES,MD,1,1,PORTSMOUTH,38017128,38,NH,US,5,Diagnostic Radiology,Y,O,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,69,69,69,34.95,0,75,0,34.95
1730159088,MILLIGAN,MD,1,1,JEFFERSON CITY,37760,25,TN,US,19,General Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,89,89,89,67.44,0,140,0,49.33
1336106038,VAN METER,MD,1,1,GASTONIA,280568044,6,NC,US,2,Family Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,406,198,404,22.75,0,73,0,15.77
1184670622,DARSI,MD,1,1,SAINT LOUIS,631101003,16,MO,US,1,Internal Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,69,66,69,194.06,0,363.48,12.19,148.45
1730351529,DILLARD,MD,1,1,TUALATIN,970629762,19,OR,US,22,Endocrinology,Y,O,G0008,Administration of influenza virus vaccine,N,27,27,27,17.52,0,17.52,0,17.52
1972572972,DAVENPORT,MD,1,1,KALAMAZOO,490081282,3,MI,US,27,Infectious Disease,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,37,30,37,135.35,0,195,0,90.49
1437352994,ALASBAHI,MD,1,1,FLINT,485044453,3,MI,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,350,259,350,99.72,0.08,175,0,79.55
1942269022,NASSIF,MD,2,1,MILWAUKEE,53226,23,WI,US,1,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,137,89,137,99.62,0,168,0,66.25
1083758833,LANIER,O.D.,1,1,WEATHERFORD,760866212,27,TX,US,11,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,172,166,172,113.17,0,116,0,84.01
1891714002,MEYETTE,MD,1,1,KNOXVILLE,379201618,25,TN,US,2,Family Practice,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,90,80,90,18.97,0,68.67,3.4,18.97
1255308201,GROMAN,MD,1,1,COLUMBIA,210442858,4,MD,US,14,Cardiology,Y,O,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,21,21,21,202.55,0,575,0,156.78
1720045404,RYSZ,MD,2,1,MAYAGUEZ,6804882,33,PR,US,42,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,45,23,45,57.38,0,60.16,0.79,40.15
1417046897,MICHAELS,O,1,1,BRICK,87237953,5,NJ,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,"2,623",220,"1,849",32.73,1.48,123.84,0.8,26.07
1235206574,COLGAN,PA-C,1,1,PARKER,160497029,15,PA,US,8,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,84,60,84,57.55,0,89.9,0.43,40.13
1326201542,KOTELES,MD,2,1,LEWISTON,42407027,50,ME,US,1,Internal Medicine,Y,O,83036,Hemoglobin A1C level,N,71,45,71,13.75,0,25,0,13.75
1902853955,MOTTER-MAST,MD,2,1,HUNT VALLEY,210311191,4,MD,US,2,Family Practice,Y,O,G0009,Administration of pneumococcal vaccine,N,17,16,16,26.14,0,44.12,5.16,26.14
1891719985,GENOVESE,MD,1,1,INDEPENDENCE,70443,22,LA,US,1,Internal Medicine,Y,O,71010,"X-ray of chest, 1 view, front",N,327,126,164,10.71,2.28,22.5,0,7.78
1508046418,BORMAN,MD,1,1,MILWAUKEE,53226,23,WI,US,5,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,47,45,46,10.65,0,10.66,0.04,8.14
1811076961,TUSHLA,MD,1,1,SANTA PAULA,930602675,11,CA,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,263,111,263,114.14,0,135,0,80.97
1578898631,WESTERN MARYLAND HEALTH SYSTEM CORPORATION,O,3,2,CUMBERLAND,215022559,4,MD,US,67,Independent Diagnostic Testing Facility,Y,O,73562,"X-ray of knee, 3 views",N,137,107,114,29.65,3.84,62.89,13.52,19.34
1588895361,RAND,MD,2,1,MANHASSET,110303816,13,NY,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,87,83,87,63.27,0,348,0,42.84
1386702686,BRUMBERG,MD,1,1,BAYSIDE,11361,13,NY,US,16,Emergency Medicine,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,434,434,434,113.49,0.01,150,0,76.13
1487618450,FITZPATRICK,MD,1,1,WILLIAMSBURG,231885716,21,VA,US,2,Family Practice,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,19,19,19,18.59,0,75,0,14.87
1306842992,HOCHMAN,MD,1,1,HOUSTON,770302337,27,TX,US,31,Gastroenterology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,47,46,47,138.9,0,348.3,22.37,105
1104884089,KALIL,DPM,1,1,SANDWICH,2563,7,MA,US,34,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,86,77,86,44.01,0,70.44,16.32,30.61
1174517791,O'CONNOR,PT,1,1,RANCHO PALOS VERDES,902750885,11,CA,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,"1,061",44,505,31.41,0.79,39,0,25.03
1689661126,WOLFF,MD,1,1,ROCKLEDGE,329553216,1,FL,US,41,Urology,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,214,13,214,23.78,0,66,0,18.1
1144252552,SCHWARTZMAN,MD,1,1,COLUMBUS,472032036,17,IN,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,"1,115",305,"1,115",99.01,0,136.1,12.47,64.61
1053306902,QUIST,MD,1,1,BROOKLYN,112032017,13,NY,US,1,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,125,19,125,79.75,0,175,0,62.27
1003010802,BIERDEN,MD,2,1,JOHNSTOWN,805342800,37,CO,US,33,Physical Medicine and Rehabilitation,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,247,234,247,194.15,0.7,194.34,2.95,155.3
1043283351,SCHNELL,MD,1,1,LEESBURG,347485925,1,FL,US,16,Emergency Medicine,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,159,67,159,76.66,0,117.3,9.63,61.33
1629188800,LAWLER,MD,1,1,MARSHFIELD,54449,23,WI,US,6,Neurology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,185,129,185,100.63,0,204.53,2.59,71.67
1639273568,"GEORGIA CVS PHARMACY, L.L.C.",O,3,2,RIVERDALE,302744519,36,GA,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,33,33,33,17.78,0.83,17.78,0.83,17.78
1235199613,LEE,MD,1,1,HOUSTON,770432737,27,TX,US,24,Pulmonary Disease,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,54,54,54,159.36,0.22,165,0,122.11
1285671255,BAKER,MD,1,1,SOMERSET,425032750,41,KY,US,5,Diagnostic Radiology,Y,F,71010,"X-ray of chest, 1 view, front",N,"2,931","1,669","2,804",8.46,0,29,0,6.5
1013065556,SORUCO,MD,1,1,ARLINGTON HEIGHTS,600054185,9,IL,US,22,Endocrinology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,61,52,61,75.79,0.04,105,0,46.89
1417232752,JUZENAS,PA-C,2,1,GREEN BAY,543114267,23,WI,US,8,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,786,333,786,85.54,0,348.5,6.88,61.88
