National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Code,Country Code,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1316945298,NETHERY,PHYSICAL THERAPIST,F,I,MARTIN,382372428,TN,US,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,828,57,262,26.86,3.03,86.84,0.65,21.12
1689631442,RAJA,MD,M,I,CHARLESTON,253041223,WV,US,Radiation Oncology,Y,O,71260,CT scan chest with contrast,N,19,15,19,197.5,54.67,1083,0,143.05
1831355585,MACALUSO,MD,M,I,PARK RIDGE,600681143,IL,US,Cardiology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,309,98,309,75.14,0,152.47,2.95,59.77
1477513885,TORRES BONILLA,MD,M,I,COMERIO,782,PR,US,General Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,50,18,50,30.27,0,30.27,0,16.78
1386646834,POPESCU,MD,M,I,TITUSVILLE,163541655,PA,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,217,140,217,67.7,0,70,0,46.17
1801811377,GARRETT,MD,F,I,ASHEVILLE,288014612,NC,US,Diagnostic Radiology,Y,O,72100,"X-ray of lower and sacral spine, 2 or 3 views",N,18,18,18,24.49,12.03,81.22,33.29,15.97
1093811176,MA,MD,F,I,NEW YORK,100251737,NY,US,General Surgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,60,42,60,155.89,0,500,0,117.85
1508974361,REID,O,F,I,DENVER,802203909,CO,US,Otolaryngology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,28,22,28,42.47,0,69.54,11.39,30.34
1750322319,FERNANDEZ,MD,M,I,SPRINGFIELD,627810001,IL,US,Diagnostic Radiology,Y,F,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,54,54,54,32.53,0,122,0,25.22
1740253707,MADDOCK,MD,M,I,VINCENNES,475911038,IN,US,General Surgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,15,15,15,133.18,0,172,0,104.35
1912993221,MEHL,MD,M,I,NEW YORK,100166402,NY,US,Cardiology,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,24,12,24,39.81,0,75,0,31.85
1740351519,WERTER,DPM,M,I,MYRTLE BEACH,295724128,SC,US,Podiatry,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,226,129,213,1.69,0.01,3.02,0.19,1.35
1437185915,ZIBAS,MD,M,I,KNOXVILLE,379092685,TN,US,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,59,59,59,125.77,0,255,0,98.04
1578541074,LUTMERDING,MD,M,I,COLUMBUS,432221553,OH,US,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,325,318,325,168.51,0,570.73,28.69,129.63
1184695397,RUTTGEIZER,MD,F,I,LAKE SUCCESS,11042,NY,US,Pulmonary Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,734,427,734,117.5,0,120.52,7.27,87.99
1205844842,WILSON,N.P.,F,I,CEDARTOWN,301252706,GA,US,Nurse Practitioner,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,268,63,240,18.77,0,45,0,12.1
1396739181,MCLELLAND,MD,M,I,ASHEVILLE,288014601,NC,US,Internal Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,18,18,18,209.8,0,480,0,164.41
1245390020,CHOI,P.T.,M,I,LOS ANGELES,900201416,CA,US,Physical Therapist,Y,O,97140,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",N,"4,137",192,"2,529",27.92,0.92,40.01,0.8,22.13
1770532038,CARROLL,MD,M,I,GAINESVILLE,305013871,GA,US,Diagnostic Radiology,Y,O,71260,CT scan chest with contrast,N,95,87,95,52.29,7.3,252,0,41.58
1831137991,DEBRY,MD,M,I,LAS VEGAS,891465409,NV,US,Ophthalmology,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,259,254,259,123.81,0.61,221.76,76.59,76.96
1790987709,ROWAN-KELLY,MD,M,I,ST JOSEPH,64507,MO,US,Pain Management,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,811,173,811,47.62,0,84.35,31.82,34.93
1972659241,SHAH,MD,M,I,SEARCY,72143,AR,US,Family Practice,Y,O,73630,"X-ray of foot, minimum of 3 views",N,13,11,13,27.28,2.78,78.62,12.63,18.84
1619263308,WALGREEN CO,O,O,O,BOWLING GREEN,421046343,KY,US,Mass Immunization Roster Biller,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,28,28,28,60.2,2.32,60.38,2.85,60.2
1285674119,KING,MD,M,I,RACELAND,703942623,LA,US,Pulmonary Disease,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,57,57,57,185.11,0,329.25,18.28,137.06
1699788190,WALSH,MD,M,I,ARLINGTON,222063618,VA,US,Internal Medicine,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,73,68,73,48.44,0,79,0,35.97
1184663817,KHAN,O,M,I,ALTAMONTE SPRINGS,327016322,FL,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,14,14,14,161.11,0,226.93,21.56,104.41
1891740148,STULBERG,MD,M,I,CHICAGO,606114546,IL,US,Orthopedic Surgery,Y,F,99205,"New patient office or other outpatient visit, typically 60 minutes",N,83,83,83,178.16,0,282.93,26.19,130.2
1215014360,JHALA,MD,M,I,ALCOA,377012422,TN,US,Internal Medicine,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,176,124,176,12.75,1.1,29,0,12.62
1710986815,KOSCIELNIAK,MD,M,I,EAST STROUDSBURG,183013144,PA,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,192,190,192,22.64,0,25,0,22.52
1073534848,SHALMI,MD,M,I,BABYLON,117023027,NY,US,Anesthesiology,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,68,22,33,1.69,0.02,18.21,18.23,1.35
1760429781,SWEET,MD,M,I,BILLINGS,591010909,MT,US,Allergy/Immunology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,44,33,44,49.44,0,57,0,38.65
1851484612,HEITZKEY,PA-C,F,I,MADISON,537191208,WI,US,Physician Assistant,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,15,14,15,11.02,0,75,0,11.02
1821292228,PATEL,MD,M,I,ST PETERSBURG,337092146,FL,US,Ophthalmology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,18,18,18,104.45,0,121,5.66,83.56
1386676252,REDD,MD,F,I,AVON,461238923,IN,US,Psychiatry,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,18,13,18,96.34,0,173.22,3.33,77.07
1760448740,SIMMAN,MD,M,I,MIAMISBURG,453427615,OH,US,Plastic and Reconstructive Surgery,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,157,56,157,98.02,0,144,0,76.75
1831101260,ROE,MD,M,I,SOUTH BEND,466153211,IN,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,44,34,44,64.93,0,81.59,10.43,44.97
1366527988,TURNER,D.O.,M,I,TAHLEQUAH,744645440,OK,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,325,131,325,95.17,0.19,140.26,22.68,64.97
1356374201,HARTLEY,MD,M,I,TROY,480855524,MI,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,66,62,66,73.22,0,100,0,58.58
1861454670,COLVIN,MD,M,I,TEMPLE,765080001,TX,US,Emergency Medicine,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,54,53,53,8.23,0,45,0,6.46
1578711057,STODDARD,PA-C,F,I,SANDY,840944000,UT,US,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,157,65,157,84.43,0,179.89,25.12,60.29
1801953518,OGDEN,MD,M,I,OREM,840578813,UT,US,Internal Medicine,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,859,335,858,9.15,1.31,30,0,9.06
1558312728,SHRAGG,MD,M,I,WEST HILLS,913071902,CA,US,Diagnostic Radiology,Y,F,73030,"X-ray of shoulder, minimum of 2 views",N,75,71,72,10.15,0,50,0,6.71
1588991731,DAVIS,FNP,F,I,LOUISVILLE,393392620,MS,US,Nurse Practitioner,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,15,15,15,12.97,0,62,0,12.97
1740242908,ODONNELL,APRN,F,I,NASHUA,30622258,NH,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,194,141,194,60.31,0,117.42,2.5,40.85
1356381875,CREAMER,RPT,F,I,LA JOLLA,920374516,CA,US,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,"1,299",99,768,29.78,2.26,40.03,1.02,23.6
1235177577,HEBERT,MD,M,I,BISMARCK,585014507,ND,US,Internal Medicine,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,126,126,126,106.09,0.71,106.72,4.81,106.09
1528157872,MORDEN,MD,M,I,WHITESTONE,113573342,NY,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,811,295,811,80.51,0,100,0,58.85
1316041718,ETEMADIAN,D.O.,M,I,CHINO,917104252,CA,US,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,57,55,57,104.99,0.33,172.37,7.67,83.99
1386737641,SIPE,O,M,I,PONTIAC,617649774,IL,US,Orthopedic Surgery,Y,O,72170,"X-ray of pelvis, 1 or 2 views",N,51,44,51,21.75,6.94,107.51,34.64,14.24
1598735797,KONERDING,MD,M,I,RICHMOND,232303421,VA,US,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,69,68,68,10.89,0,30,0,7.81
1649391335,WHERRY,FNP-C,F,I,NASHVILLE,372211706,TN,US,Nurse Practitioner,Y,O,90662,Vaccine for influenza injection,Y,30,30,30,30.92,0,33.99,0,30.92
1639299795,LEE,MD,M,I,FRISCO,750350525,TX,US,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,86,83,86,196.08,0.21,346.28,54.15,147.93
1467546507,JASLOWSKI,MD,M,I,GREEN BAY,543033216,WI,US,Hematology/Oncology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,159,78,159,67.75,0,191.38,1.17,53.58
1760694038,NAJARIAN,MD,M,I,RANDOLPH,78694453,NJ,US,Dermatology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,219,173,219,77.75,0,85.55,1.53,58.82
1699937391,RIVERS,MD,M,I,AUGUSTA,309120004,GA,US,Anesthesiology,Y,F,142,Anesthesia for lens surgery,N,15,14,15,68.66,12.46,978.93,173.86,54.93
1275573222,FERNANDEZ,MD,M,I,NORTHPORT,35476,AL,US,Internal Medicine,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,16,16,16,182.96,0.61,373,0,135.62
1447208343,ZANGMEISTER,MD,M,I,CLEVELAND,44111,OH,US,Family Practice,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,21,18,21,191.85,0,402,0,153.48
1134180391,MEADE,MD,F,I,GREENVILLE,296156138,SC,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,20,20,20,21,0,21,0,21
1831119908,LOPEZ,MD,M,I,MCALLEN,785042834,TX,US,Family Practice,Y,O,71020,"X-ray of chest, 2 views, front and side",N,65,56,65,18.91,1.77,70,0,12.83
1962422444,MILES,MD,M,I,HUNTERSVILLE,280789118,NC,US,Plastic and Reconstructive Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,22,22,22,153.15,0,409,0,117.43
1891750634,CURRY,MD,F,I,MIDDLETOWN,170573548,PA,US,Family Practice,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,230,90,230,74.77,0,201.38,7.48,48.5
1336100791,LUMMUS,DPM,M,I,SAN ANGELO,769011716,TX,US,Podiatry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,225,225,225,99.15,5.63,99.63,7.38,66.05
1235144254,WALGREEN CO,O,O,O,CANTON,447182866,OH,US,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,195,195,195,19.4,0,19.4,0,19.4
1194779389,ALDINGER,MD,F,I,EDINA,554352109,MN,US,Neurology,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,12,12,12,209.48,0,804,0,148.13
1679511059,PANDOVE,MD,M,I,MILLERSVILLE,211081547,MD,US,Internal Medicine,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,67,62,67,45.68,0,92,0,33
1477516490,ALMARIO,MD,M,I,AHOSKIE,279103264,NC,US,Urology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,116,87,116,47.92,0,153.72,3.85,34.38
1629050794,SHERMAN,DO,M,I,SIMPSONVILLE,296813620,SC,US,Family Practice,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,579,282,579,62.06,0,70,0,48.72
1013900331,FISKE,MD,M,I,OAKLAND,946093310,CA,US,Diagnostic Radiology,Y,O,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,18,18,18,226.5,0,609,0,181.2
1306918511,KEENAN,PA-C,F,I,FREDERICKSBURG,224013000,VA,US,Physician Assistant,Y,O,73562,"X-ray of knee, 3 views",N,199,162,172,31.07,1.64,61.74,3.68,24.69
1013079847,HELQUIST,MD,F,I,THOMASVILLE,317924451,GA,US,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,274,274,274,33.65,0,88.57,2.32,33.65
1902911159,DIAZ,MD,M,I,TWO RIVERS,54241,WI,US,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,74,31,74,67.07,0,213,0,53.66
1871656363,PLATT,MD,M,I,SCHENECTODY,12308,NY,US,Pulmonary Disease,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,26,26,26,193.42,0,250,0,125.11
1649330770,BRIEN,O,M,I,LULING,700704264,LA,US,Chiropractic,Y,O,98941,"Chiropractic manipulative treatment, 3 to 4 spinal regions",N,102,18,102,33.55,0,60,0,23.6
1629060454,BOSSE,D.O.,M,I,TIFFIN,448831934,OH,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,35,33,35,134.06,5.84,140.57,7.35,94.55
1023031234,ASTROMOFF,MD,M,I,SANTA CRUZ,950651709,CA,US,Diagnostic Radiology,Y,F,72100,"X-ray of lower and sacral spine, 2 or 3 views",N,53,51,53,11.55,0,58,0,8.74
1487610846,SWERLICK,MD,M,I,ATLANTA,303224200,GA,US,Dermatology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,43,43,43,42.88,0,110.07,3,31.11
1366426363,FUCHS,MD,M,I,LOS ANGELES,900481865,CA,US,Urology,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,74,63,74,26.44,0,80.76,0.65,20.79
1295923126,KIRKPATRICK,MD,F,I,CLEVELAND,441091900,OH,US,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,194,188,194,123.25,5.44,540.09,52.28,96.59
1982838777,MULLARKY,RPAC,F,I,NEW HARTFORD,134131001,NY,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,18,18,18,57.19,0,95,0,41.77
1205856432,OSKA,MD,M,I,STERLING HEIGHTS,483143255,MI,US,Internal Medicine,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,91,25,91,44.59,0,55,0,33.71
1427030683,FITZPATRICK,MD,M,I,YORK,174035074,PA,US,Diagnostic Radiology,Y,F,72100,"X-ray of lower and sacral spine, 2 or 3 views",N,43,43,43,11.43,0,22,0,8.72
1245237528,LAWRENCE,MD,M,I,MOUNTAIN HOME,726532941,AR,US,Family Practice,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,79,79,79,12.04,0,12.04,0,12.04
1083639751,CAPUTO,MD,M,I,ANNAPOLIS,21401,MD,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,226,209,226,20.58,0,21.2,6.5,16.41
1205016292,SUNSERI,MD,F,I,SANTA CRUZ,950651719,CA,US,Internal Medicine,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,22,22,22,107.51,0,237,0,78.19
1922042290,GARFIELD BEACH CVS LLC,O,O,O,WHITTIER,906041201,CA,US,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,Y,17,17,17,30.92,0,30.92,0,30.92
1740296953,MALONE,MD,M,I,NAPERVILLE,605406550,IL,US,Pulmonary Disease,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,22,21,22,40.32,0,90,0,32.26
1043217250,ALLEN,D.O.,M,I,CRANSTON,29205000,RI,US,Internal Medicine,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,23,15,23,20.39,0,45,0,16.31
1437185493,KAPLAN,MD,M,I,BRICK,87247732,NJ,US,Diagnostic Radiology,Y,F,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,15,15,15,35.32,0,293,0,28.26
1720084825,LAW,MD,M,I,KNOXVILLE,379092442,TN,US,Endocrinology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,278,243,278,65.75,0,102.66,2.29,47.38
1528072154,HAUSMAN-COHEN,MD,F,I,AUSTIN,787595279,TX,US,Family Practice,N,O,G0008,Administration of influenza virus vaccine,N,43,43,43,24.24,0,24.92,1.03,24.24
1942334073,GAVIOLA,PT,F,I,DEER PARK,117292719,NY,US,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,46,19,41,34.08,1.15,48,0,26.66
1033210646,WIQAS,MD,F,I,QUEENS VILLAGE,114272718,NY,US,Internal Medicine,Y,O,G0009,Administration of pneumococcal vaccine,N,11,11,11,27.96,0.39,54.73,15.14,27.96
1326029794,BOMMER,MD,M,I,SACRAMENTO,958172307,CA,US,Cardiology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,17,14,17,71.36,0,166,0,57.09
1417040809,SHAHWAN,MD,F,I,WEST HILLS,91307,CA,US,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,"1,536",278,"1,536",72.81,0.03,109.97,0.9,58.25
1902873219,PUTHAWALA,MD,M,I,JOHNSON CITY,13790,NY,US,Diagnostic Radiology,Y,F,71010,"X-ray of chest, 1 view, front",N,401,339,392,8.56,0,33.93,0.93,6.68
1124210018,BROWN,MD,M,I,LOS ANGELES,900672021,CA,US,General Surgery,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,90,88,90,31.07,0,700,0,24.58
1225116700,LINSCOTT,MD,M,I,ST. FRANCIS,532356053,WI,US,Family Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,42,14,42,23.06,0,56.14,0.52,13.64
1003018086,QUESADA,MD,M,I,HENDERSON,890523506,NV,US,Orthopedic Surgery,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,22,12,15,1.69,0.02,5,0,1.13
1669472940,PICKENS,MD,M,I,PENSACOLA,325016339,FL,US,Cardiology,Y,F,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,44,44,44,61.63,0,143,0,49.3
1104867225,ZELITT,MD,M,I,HOUSTON,770301501,TX,US,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,12,12,12,11.22,0,43,0,8.23
1447437033,WALSH,PA-C,F,I,LANCASTER,176012644,PA,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,99,84,99,57.55,0,95,0,39.19
1306828041,DIAZ,O.D.,F,I,WESLACO,785966605,TX,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,155,129,155,40.1,0,45,0,29.06
1881631596,CAZZANIGA,MD,M,I,EAST PROVIDENCE,29151038,RI,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,77,76,77,19.94,0,75,0,12.26
1801809785,SPARKS PHARMACY INC,O,O,O,BOLIVAR,656139654,MO,US,Mass Immunization Roster Biller,Y,O,90656,"Vaccine for influenza injection into muscle, patient 3 years and older",Y,66,66,66,12.39,0.01,12.4,0,12.39
1033408646,MACAM,MD,M,I,MELBOURNE,329358662,FL,US,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,24,22,24,104.09,0,219.58,18.68,82.09
1104923119,ROGERS,MD,F,I,EDMONDS,980267512,WA,US,Otolaryngology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,66,42,66,42.66,0,82,0,29.59
1043317753,CABALES,MD,M,I,JERSEY CITY,73065508,NJ,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,140,73,140,78.26,2.33,100,0,57.51
1255381604,ELLIS,MD,F,I,PALM HARBOR,346842648,FL,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,207,155,207,104.45,0,156.53,0.85,69.04
